X,Y,WARD,PARCEL,PID_LONG,WPD,BATCH,SHAPE_area,SHAPE_len,Project_ID,Perm_type,Have_it,Year_TAPA,PID,Permit_ID,Proj_nam,MAL,MAL2,MAL3,MAL4,MAL5,MAL6,MAL7,Lot_Type,Add_Space,Ex__Spaces,Perm_space,Gen_Park,Rest_Park,Land_Use,_land_sqft,bldg_Sqft,Units,ManCo,ManAd,ManCon,DevName,DevName2,DevAddy,DevAddy2,Par_own,Own_Addy,Cost_Hour,Cost_day,Cost_mon,Op_hours,Op_days,Lease_Own,Park_type,Lev_grade,Entry,An_report,APCC_perm,Space_coun,Paper_rec,E_file,APCC_Notes,Issue_date,Mod_date,Mod_date2,Mod_date3,2010_Freez,2010_Exem,2010_Excl,2010_Tot,Comments,User_Group,Ut_rates,Use_Notes,Mon_Pass,Agreements,Valet,1977_PuL,1977_PuG,1977_PriL,1977_PriG,BAPCC_PuL,BAPCC_PuG,BAPCC_PrL,BAPCC_PrG,1991_PuL,1991_PuG,1991_PrL,1991_PrG,Elec_Veh,Car_van,C_V_Desc,Ped_Path,Incentives,Outlets,Out_Dets,bike_space,Bike_Short,Bike_long,Low_Em,MASS_Ride,Match,Joint,Guarantee,Sub_T_Pass,Sub_Desc,TMA,CommuteWor,Moto_Scoot,T_Pass_Sal,Trans_Coor,Ped_Prog,Shut_bus,Cash_out,prom_mats,Show_facs,Unb_Park,Car_share,Car_share2,Notes,Fenway,Perm_Summ,OBJECTID,_Freez,_Exem,_Excl,_Tot,_PuL,_PuG,_PriL,_PriG,_PuL_1,_PuG_1,_PrL,_PrG,No_2010_AP,Shape_Leng,y_n_bike,TOT_Space,Note,Proj_nam_1,TYPE,LOC_ID,Proj_nam_2,PARCEL_1,PID_LONG_1,WPD_1,PID_1,TOTAL_COM_,20171127_Respondent (First+ Last),20171127_Gensler Revised Parking Spots,20171127_Parking Typology (use dropdown)
-71.051943143594201,42.356831816189846,3,4044,0304044000,03-06-525,0,10495.32531280000,485.56785202500,00127,"TAPA (draft), APCC",,,0304044000,,INTERNATIONAL PLACE,200 High St,,,,,,,,,827,827,827.000000,0.000000,"Office, retail, storage",,92005,,,,,"High Road Realty Trust, c/o H.J.Davis Development Corporation",,"40 Glen Avenue, Newton, MA 02159",,,,,,,,,,,,,,,,,,,,,,,827,,,827,,,,,,,,,,,,,,,128,,,,120,,Y,0.000000,Y,,,,0.000000,,Y,,,Y,Y,Will encourage tenants to participate,,,,,,If site is available,Y,,,,Y,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,827.00000000000,,INTERNATIONAL PLACE,Mixed,A00127,INTERNATIONAL PLACE,4044,0304044000,03-06-525,0304044000,947.000000,Carmen Schweizer,827,Below Grade (building on top)
-71.056183258649384,42.358515519219488,3,3870,0303870000,03-06-210,0,49063.02889750000,883.08906755800,00115,APCC,Y,,0303870000,119,EXCHANGE PLACE,43-65 State St,,,,,,,Underground,,93,93,0.000000,93.000000,,,,,,,,"Olympia & York State Street Company, c/o Christopher H. Milton, Fine & Ambr",,"133 Federal Street, Boston, MA 02110",,,,,,,,,,,,,,119,,Y,Y,n/a,9/10/1980,,,,0,93,0,93,,Tenants and or employees,,,,,,20,0,0,0,0,0,0,93,0,0,0,100,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,93.00000000000,,EXCHANGE PLACE,Exempt,A00115,EXCHANGE PLACE,3870,0303870000,03-06-210,0303870000,93.000000,Carmen Schweizer,93,Below Grade (building on top)
-71.057561908500773,42.362217500488661,3,2573,0302573000,03-06-110,0,65210.74545260000,1171.81240152000,00064,"TAPA, APCC",,,0302573000,,HAYMARKET STATION/ MTA GARAGE,136 Blackstone St,,,,,,,,,310,310,310.000000,0.000000,mixed use,,,,,,,"THE MASSACHUSETTS TURNPIKE
AUTHORITY",,"Ten Park Plaza
Boston, MA 02106",,,,,,,,,,self,,,,,,,,,,,,,310,,,,,,,,,,,,,164,,,310,14,,,,220,,,,0.000000,,,,,0.000000,Y,,,,,,,,,,,,,Y,,,,,,,,0.000000,"Requirement is ""best faith effort""",,2,0,,,,,,,,,,,,,,0.00000000000,Y,310.00000000000,,HAYMARKET STATION/ MTA GARAGE,Mixed,A00064,HAYMARKET STATION/ MTA GARAGE,2573,0302573000,03-06-110,0302573000,530.000000,Carmen Schweizer,310,Stand-alone parking attached to side of building
-71.062246987248244,42.358847442591028,3,2818,0302818000,03-06-150,0,3313.20954809000,316.98935757600,00076,APCC,,,0302818000,64,ASHBURTON PLACE LOT,0 Ashburton Pl,,,,,,,,,0,42,0.000000,42.000000,,,,,,,,,,,,,,,,,,,,,,,,64,,,,n/a,n/a,,,,,,,0,,,,,,,,38,0,0,0,38,0,0,0,42,0,0,0,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,42.00000000000,,ASHBURTON PLACE LOT,Commercial,A00076,ASHBURTON PLACE LOT,2818,0302818000,03-06-150,0302818000,42.000000,Carmen Schweizer,42,Surface Parking
-71.05639248788934,42.359360662141498,3,3685,0303685000,03-06-340,0,55963.37423510000,1195.53470579000,00108,APCC,Y,,0303685000,93,60 STATE STREET ASSOCIATES,60 State St,,,,,,,,,305,305,227.000000,78.000000,,,,,,,,60 State Street Associates Limited Partnership,,"60 State Street, Boston, MA 02109",,,,,,,,,,,,,,93,,Y,Y,n/a,6/12/1991,,,,227,78,,305,,Employee,,,,,,0,0,0,227,0,227,0,78,0,207,0,0,,,0.000000,,,,,0.000000,Yes,Yes,,,,,,,,,,,,,,,,,Y,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,Y,305.00000000000,,60 STATE STREET ASSOCIATES,Mixed,A00108,60 STATE STREET ASSOCIATES,3685,0303685000,03-06-340,0303685000,305.000000,Carmen Schweizer,305,Below Grade (building on top)
-71.058933399501854,42.365656358186712,3,1518,0301518000,03-04-100,0,18667.34882750000,593.81156962900,00034,APCC,Y,,0301518000,17,"NINETY 8 NORTH, LLC",6-24 Medford St,,,,,,,,,9,9,0.000000,9.000000,,,,,,,,"Kathleen MacNeil, Macomber Development Associates",,"One Main Street, Cambridge, MA 02142",,,,,,,,,,,,,,17,,Y,Y,n/a,10/19/1989,,,,0,9,,9,Employees only (formerly 98 N. Washington St),Tenants,,,,,,,,,,0,0,0,9,,,,,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,Y,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,9.00000000000,,"NINETY 8 NORTH, LLC",Exempt,A00034,"NINETY 8 NORTH, LLC",1518,0301518000,03-04-100,0301518000,9.000000,Carmen Schweizer,9,Surface Parking
-71.05219651271365,42.35779967596855,3,3985-1,0303985001,03-06-545,0,1992.08323414000,250.32007564700,00119,APCC,,,0303985001,98,51 INDIA ST,0 India St,,,,,,,,,0,11,0.000000,11.000000,,,,,,,,,,,,,,,,,,,,,,,,98,,,,n/a,n/a,,,,,,,0,,,,,,,,0,0,10,0,0,0,10,0,0,0,11,0,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,11.00000000000,,51 INDIA ST,Exempt,A00119,51 INDIA ST,3985-1,0303985001,03-06-545,0303985001,11.000000,Carmen Schweizer,11,Surface Parking
-71.060909261963118,42.35087737529259,3,5268,0305268000,03-08-195,0,1352.59743142000,174.87121581900,00183,APCC,Y,,0305268000,163,TYLER ST LOT,0 Tyler St,,,,,,,Open air,,63,63,0.000000,0.000000,,,,,,,,"Stanhope Garage, Inc",,"76 Seattle Street, Allston, MA 02134",,,,,,,,,,,,,,163,,Y,Y,n/a,6/12/1998,,,,63,0,,63,"Granted by APCC March 25, 1998",General public,,,,,,65,0,0,0,63,0,0,0,51,0,0,0,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,63.00000000000,,TYLER ST LOT,Commercial,A00183,TYLER ST LOT,5268,0305268000,03-08-195,0305268000,63.000000,Carmen Schweizer,63,Surface Parking
-71.053343117164388,42.356522330191218,3,4035,0304035000,03-06-515,0,22865.70319600000,614.80337604700,00126,APCC,Y,,0304035000,507,PAINE WEBBER BUILDING,265 Franklin St,,,,,,,,,128,128,0.000000,0.000000,,,,,,,,"Oliver Wendell Realty Trust, c/o Ronda Silberberg Canter, MCCormack & Zimbl",,"225 Franklin Street, Boston, MA 02210",,,,,,,,,,,,,,507,,Y,Y,n/a,6/28/1983,,,,0,128,,128,,"Employees, lessees, patrons, customers, clients",,,,,,,,,,0,75,0,275,0,0,0,280,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,128.00000000000,,PAINE WEBBER BUILDING,Exempt,A00126,PAINE WEBBER BUILDING,4035,0304035000,03-06-515,0304035000,128.000000,Carmen Schweizer,128,Below Grade (building on top)
-71.06104383962365,42.357860513414479,3,4675,0304675000,03-06-700,0,25832.56649470000,698.03260603000,00161,"TAPA, APCC",,,0304675000,,73 Tremont Street,73 Tremont St,,,,,,,Garage,,160,127,0.000000,160.000000,"office, ground retail","29,939","296,000",,,,,,,,,,,,,,,,,Valet,Below Grade,Elevator,,,,,,,,,,,,160,,160,,,,,,,,,,,,,276,,,,536,,,,Y,0.000000,,,,,0.000000,,Y,,,Y,,,,,,,,Y,Y - TC will be designated,,,,Y,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,127.00000000000,,73 Tremont Street,Mixed,A00161,73 Tremont Street,4675,0304675000,03-06-700,0304675000,696.000000,Carmen Schweizer,127,Below Grade (building on top)
-71.057586220210027,42.358074205372631,3,3895,0303895000,03-06-170,0,21574.63392940000,616.96093820600,00117,APCC,Y,,0303895000,69,DEVONSHIRE TOWER,1 Devonshire Pl,,,,,,,,,196,196,87.000000,109.000000,,,,,,,,"Harvey Rothenberg, Trustee, Devonshire Towers Trust",,"600 Madison Towers, New York, NY 10022",,,,,,,,,,,Underground,,,69,,Y,Y,n/a,2/26/1982,,,,87,109,,196,,"General public, residents, tenents, lessees",,,,,,70,0,0,0,0,87,0,109,0,70,0,87,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,196.00000000000,,DEVONSHIRE TOWER,Mixed,A00117,DEVONSHIRE TOWER,3895,0303895000,03-06-170,0303895000,196.000000,Carmen Schweizer,196,Below Grade (building on top)
-71.059822713162887,42.351354518323944,3,4430,0304430000,03-08-265,0,3622.65343158000,240.40224622700,00146,APCC,,,0304430000,,BEACH ST GARAGE,88 Beach St,70 Beach St,,,,,,,,500,500,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,,,500,,,,,,,,,775,,,,775,,,,752,,,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,2,0,,,,,,,,,,,,,,0.00000000000,,500.00000000000,,BEACH ST GARAGE,Commercial,A00146,BEACH ST GARAGE,4430,0304430000,03-08-265,0304430000,500.000000,Carmen Schweizer,500,Stand-alone parking attached to side of building
-71.059338280440372,42.366035284860637,3,1517,0301517000,03-04-100,0,13376.11053410000,484.86706372300,00497,APCC,,,0301517000,34,BRAMAN-DOW LOT,239-245 Causeway St,,,,,,,,,0,17,0.000000,17.000000,,,,,,,,,,,,,,,,,,,,,,,,34,,,,n/a,n/a,,,,,,,0,,,,,,,,0,0,18,0,0,0,38,0,0,0,17,0,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,17.00000000000,,BRAMAN-DOW LOT,Exempt,A00497,BRAMAN-DOW LOT,1517,0301517000,03-04-100,0301517000,17.000000,Carmen Schweizer,17,Surface Parking
-71.05909576721163,42.350529388535669,3,5332,0305332000,03-08-210,0,44099.80349770000,901.90605133100,00184,"TAPA, APCC",,,0305332000,,179 Lincoln,85-89 Beach St,179 Lincoln St,,,,,,Below grade garage,,60,60,0.000000,60.000000,"commercial, office",,250000,,,,,DEVCO IV 179 Lincoln Holding Co LLC c/o Millennium Partners,,"172 Tremont Street, Suite 400, Boston MA 02111",,,,,,,,,,Addendant assisted/valet,,,,,,,,,,,,,,60,,60,,,,,,,,,,,,,,,,,,,,,Y,0.000000,Y,,,,29.000000,Y - 4,Y - 25,,,Y,Y,Y,Y,to commercial tenants and employees,Y,,,Y,Y,,,,Y,,,,0.000000,179 Lincoln St  online,,1,0,,,,,,,,,,,,,,0.00000000000,Y,60.00000000000,,179 Lincoln,Exempt,A00184,179 Lincoln,5332,0305332000,03-08-210,0305332000,60.000000,Carmen Schweizer,60,Below Grade (building on top)
-71.059356376166903,42.361435540411136,3,2605,0302605000,03-06-140,0,201965.80912900000,1987.33048407000,00065,APCC,,,0302605000,,JFK Parking Facilities,15-55 New Sudbury St,,,,,,,garage and lot,,219,219,0.000000,219.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,180,,,23,180,,,39,180,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,2,0,,,,,,,,,,,,,,0.00000000000,,219.00000000000,,JFK Parking Facilities,Exempt,A00065,JFK Parking Facilities,2605,0302605000,03-06-140,0302605000,219.000000,Carmen Schweizer,219,Below Grade (building on top)
-71.061054934601117,42.364831757237866,3,1603,0301603000,03-06-010,0,6308.62347051000,409.39115751400,00039,APCC,,,0301603000,25,J & O LOT,0 Canal St,,,,,,,,,35,35,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,25,,,,n/a,n/a,,,,35,,,35,"Count is lower, has another site related to it",,,,,,,27,0,0,0,27,0,0,0,30,0,0,0,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,35.00000000000,,J & O LOT,Commercial,A00039,J & O LOT,1603,0301603000,03-06-010,0301603000,35.000000,Carmen Schweizer,35,Surface Parking
-71.078239394734751,42.350981773753226,5,1361-10,0501361010,05-07-050,0,9947.82757537000,433.30232631800,00315,APCC,,,0501361010,,DARTMOUTH ST LOT,278 Dartmouth St,,,,,,,,,68,68,68.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,71,,,,68,,,,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,68.00000000000,"double/triple parking, MAX 68",DARTMOUTH ST LOT,Commercial,A00315,DARTMOUTH ST LOT,1361-10,0501361010,05-07-050,0501361010,68.000000,Carmen Schweizer,68,Surface Parking
-71.060261044220425,42.352078692158251,3,4451,0304451000,03-08-270,0,2320.80091447000,195.95054406400,00149,APCC,Y,,0304451000,157,PING ON ST LOT,0 Ping On St,,,0 Oxford St,14 Oxford St,,,,,29,29,29.000000,0.000000,,,,,,,,"Bradford Auto Parks, Inc",,"130 Essex Street, Boston, MA 02111",,,,,,,,,,,,,,157,,Y,Y,n/a,4/1/1983,,,,29,0,,29,,General public,,,,,,,,,,0,150,0,700,0,120,0,560,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,29.00000000000,,PING ON ST LOT,Commercial,A00149,PING ON ST LOT,4451,0304451000,03-08-270,0304451000,29.000000,Carmen Schweizer,29,Surface Parking
-71.056602526724049,42.361510879915635,3,3344,0303344000,03-06-123,0,2424.70138917000,194.24832913000,00098,APCC,,,0303344000,73,CREEK SQUARE LOT,0 Creek Sq,,,,,,,,,0,8,0.000000,8.000000,,,,,,,,,,,,,,,,,,,,,,,,73,,,,n/a,n/a,,,,,,,0,,,,,,,,0,0,10,0,0,0,10,0,0,0,8,0,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,8.00000000000,,CREEK SQUARE LOT,Exempt,A00098,CREEK SQUARE LOT,3344,0303344000,03-06-123,0303344000,8.000000,Carmen Schweizer,8,Surface Parking
-71.05190826819306,42.353702224505923,3,2953-10,0302953010,03-06-465,0,122360.18958999999,1446.06649375000,00498,APCC,Y,,0302953010,127,RUSSIA WHARF,500 Atlantic Ave,,,,,,,Underground,,375,375,220.000000,155.000000,,,,,,,,Boston Edison Company,,"800 Boylston Street, Boston, MA 02199",,,,,,,,,,,,,,127,,Y,Y,n/a,3/21/2002,,,,220,0,155,375,"Granted by APCC February 27, 2002","General public, residential",,,,,,220,0,0,0,0,225,0,155,187,0,38,0,,Y,0.000000,,,,,0.000000,,Yes,,,,,,,,,,,,,,,,,,,,0.000000,This shall include provisions for rates which discourage all-day commuter and furnish preferential p,,1,0,,,,,,,,,,,,,,0.00000000000,,375.00000000000,,RUSSIA WHARF,Commercial,A00498,RUSSIA WHARF,2953-10,0302953010,03-06-465,0302953010,220.000000,Carmen Schweizer,375,Below Grade (building on top)
-71.062199049494254,42.358397327991213,3,2806,0302806000,03-06-150,0,3491.29106858000,432.56346877300,00074,APCC,,,0302806000,63,BEACON ST LOT,17 Beacon St,,,,,,,,,0,38,38.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,63,,,,n/a,n/a,,,,,,,0,,,,,,,,24,0,0,0,24,0,0,0,38,0,0,0,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,38.00000000000,,BEACON ST LOT,Commercial,A00074,BEACON ST LOT,2806,0302806000,03-06-150,0302806000,38.000000,Carmen Schweizer,38,Surface Parking
-71.062469972562369,42.358626703394791,3,2811,0302811000,03-06-150,0,12972.57765440000,486.06271785000,00075,APCC,,,0302811000,62,BOSTON VIEW APT,130-140 Bowdoin St,,,,,,,,,0,80,0.000000,80.000000,,,,,,,,,,,,,,,,,,,,,,,,62,,,,n/a,n/a,,,,,,,0,,,,,,,,0,107,0,0,0,107,0,0,0,80,0,0,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,80.00000000000,,BOSTON VIEW APT,Commercial,A00075,BOSTON VIEW APT,2811,0302811000,03-06-150,0302811000,80.000000,Carmen Schweizer,80,Below Grade (building on top)
-71.085006799449516,42.348299810301704,5,3105,0503105000,05-09-100,0,17170.47850910000,530.84959164200,00325,APCC,,,0503105000,259,TENNIS & RACKET CLUB,927-939 Boylston St,,,,,,,,,0,20,0.000000,20.000000,,,,,,,,,,,,,,,,,,,,,,,,259,,,,n/a,n/a,,,,,,,0,,,,,,,,0,0,22,0,0,0,22,0,0,0,20,0,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,Y,1,0,,,,,,,,,,,,,,0.00000000000,,20.00000000000,,TENNIS & RACKET CLUB,Exempt,A00325,TENNIS & RACKET CLUB,3105,0503105000,05-09-100,0503105000,20.000000,Carmen Schweizer,20,Surface Parking
-71.06216565024144,42.354751672049808,3,4815,0304815000,03-08-010,0,1146.88896222000,177.82510004800,00165,APCC,,,0304815000,147,WEST ST LOT,17 West St,,,,,,,,,0,15,15.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,147,,,,n/a,n/a,,,,,,,0,,,,,,,,15,0,0,0,15,0,0,0,15,0,0,0,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,Y,2.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,15.00000000000,,WEST ST LOT,Commercial,A00165,WEST ST LOT,4815,0304815000,03-08-010,0304815000,15.000000,Carmen Schweizer,15,Surface Parking
-71.058336280175155,42.357837210606135,3,2880,0302880000,03-06-165,0,16939.14876640000,617.87554425800,00077,APCC,,,0302880000,610,THE BOSTON COMPANY GARAGE,275 Washington St,,,,,,,,,0,,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,610,,,,n/a,n/a,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,155,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,2,0,,,,,,,,,,,,,,0.00000000000,,0.00000000000,,THE BOSTON COMPANY GARAGE,Exempt,A00077,THE BOSTON COMPANY GARAGE,2880,0302880000,03-06-165,0302880000,155.000000,Carmen Schweizer,0,Stand-alone parking 
-71.071375666944817,42.356440754203632,5,2309,0502309000,05-05-105,0,9027.94332187000,451.36942341000,00317,APCC,,,0502309000,232,BRIMMER ST GARAGE,70 Brimmer St,,,,,,,,,0,110,110.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,232,,Y,,n/a,n/a,,,,,,,0,,,,,,,,0,110,0,0,0,110,0,0,0,110,0,0,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,110.00000000000,,BRIMMER ST GARAGE,Commercial,A00317,BRIMMER ST GARAGE,2309,0502309000,05-05-105,0502309000,110.000000,Carmen Schweizer,110,Below Grade (building on top)
-71.06282304536839,42.354181436053743,3,4830,0304830000,03-08-020,0,32292.66151310000,892.67269195900,00166,"TAPA, APCC",,,0304830000,,,537-541 Washington St,,,,,,,,,63,63,63.000000,0.000000,,,,,,,,"Boston Opera House Development, LLC
C/o Clear Channel Entertainment",,"100 Boylston Street, Suite 950
Boston. MA 02116",,,,,,,,,,self,,,,,,,,,,,,,,,,,,,,,,,,57,,,,57,,,,63,,,,,,0.000000,Y,,,,0.000000,,Y,,Y,,,,,,Will investigate,,,Y,Y,,,,Y,Y,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,63.00000000000,,,Commercial,A00166,,4830,0304830000,03-08-020,0304830000,63.000000,Carmen Schweizer,63,Below Grade (building on top)
-71.062162666654885,42.351909548803228,3,4965-10,0304965010,03-08-280,0,41354.89197990000,1210.54320674000,00177,APCC,,,0304965010,,,640-660 Washington St,,,,,,,"lot, garage",,548,548,254.000000,294.000000,,,,,,,,,,,,,,,,,,,,Self-park,12 levels,,,,,,,,,,,,254,,294,548,,,,,,,,,,,,,77,,400,,,,,,,0.000000,,,,,125.000000,5,120,,,,,,,,,,,,Y,,,,Y,,,,0.000000,,,2,0,,,,,,,,,,,,,,0.00000000000,Y,548.00000000000,,,Commercial,A00177,,4965-10,0304965010,03-08-280,0304965010,254.000000,Carmen Schweizer,548,Below Grade (building on top)
-71.073938958354034,42.353894118354532,5,2838,0502838000,05-06-030,0,16810.87715590000,523.35487871900,00321,APCC,,,0502838000,237,FIRST LUTHERAN CHURCH,299 Berkeley St,,,,,,,,,0,13,0.000000,13.000000,,,,,,,,,,,,,,,,,,,,,,,,237,,,,n/a,n/a,,,,,,,0,,,,,,,,0,0,17,0,0,0,17,0,0,0,13,0,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,13.00000000000,,FIRST LUTHERAN CHURCH,Exempt,A00321,FIRST LUTHERAN CHURCH,2838,0502838000,05-06-030,0502838000,13.000000,Carmen Schweizer,13,Surface Parking
-71.059228263205398,42.354122273562247,3,4560,0304560000,03-08-415,0,23014.39579670000,720.22200746600,00156,APCC,Y,,0304560000,641,11-17 KINGSTON ST LOT,11-17 KINGSTON ST,,,,,,,,,34,34,12.000000,22.000000,,,,,,,,"HN Gorin, Inc., 55 Summer LLC",,"55 Summer Street, Boston MA",,,,,,,,,,Stackers,,,,641,,Y,Y,n/a,3/19/1999,,,,12,22,0,34,"Granted by APCC January 6, 1999","General public, lessees (employees)",,"There shall be no more than 33 vehicles parked in this facility at any time.  The parking spaces shall be shall be clearly marked for commercial or exempt and shall be numbered.  The Operator shall submit annually, a list of lessees utilizing these exemp",,,,,,,,36,0,0,0,36,0,0,0,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,34.00000000000,,11-17 KINGSTON ST LOT,Mixed,A00156,11-17 KINGSTON ST LOT,4560,0304560000,03-08-415,0304560000,34.000000,Carmen Schweizer,34,Below Grade (building on top)
-71.059805633821284,42.353732467478984,3,4556,0304556000,03-08-415,0,4535.68475293000,298.01019371100,00155,APCC,,,0304556000,145,BOSTON EDISON LOT,42 Chauncy St,,,,,,,,,0,30,0.000000,30.000000,,,,,,,,,,,,,,,,,,,,,,,,145,,Y,,n/a,n/a,,,,,,,0,,,,,,,,0,0,60,0,0,0,60,0,0,0,30,0,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,30.00000000000,,BOSTON EDISON LOT,Exempt,A00155,BOSTON EDISON LOT,4556,0304556000,03-08-415,0304556000,30.000000,Carmen Schweizer,30,Below Grade (building on top)
-71.061986765217682,42.353378688249656,3,4488,0304488000,03-08-405,0,37247.25269470000,775.73393105900,00151,"TAPA, Amendment, APCC
",,,0304488000,,Hayward Place,558-580 Washington St,,,,,,,garage,,,125,0.000000,125.000000,"Residential, ground retail",,"390,700",up to 300,,,,"Millennium Hayward LLC, c/o Millennium Partners - Boston",,"172 Tremont Street, Suite 400, Boston, MA 02111",,,,,,,,,,valet,1 - underground,,,,,,,,,,,,,,,,,,,,,,,64,,,,64,,,,126,,,,,,0.000000,Y,,Y,,250.000000,6 bike racks,Y - 250,,,,Y,Y,Y,50% for each resident for first 6 months,Y - A better City,,Y,,Y,,,,Y,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,Y,125.00000000000,,Hayward Place,Commercial,A00151,Hayward Place,4488,0304488000,03-08-405,0304488000,126.000000,Carmen Schweizer,125,Below Grade (building on top)
-71.056993550407498,42.356072046695964,3,4668,0304668000,03-06-605,0,55554.93258360000,1089.07909963000,00160,APCC,,,0304668000,135,SHAWMUT BANK BUILDING,1 Federal St,,,,,,,,,0,204,0.000000,204.000000,,,,,,,,,,,,,,,,,,,,,,,,135,,,,n/a,n/a,,,,,,,0,,,,,,,,0,0,0,230,0,0,0,170,0,0,0,204,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,204.00000000000,,SHAWMUT BANK BUILDING,Exempt,A00160,SHAWMUT BANK BUILDING,4668,0304668000,03-06-605,0304668000,204.000000,Carmen Schweizer,204,Below Grade (building on top)
-71.056268119696227,42.352329066745007,3,4285,0304285000,03-08-320,0,46401.00985800000,957.02661725300,00138,APCC,Y,,0304285000,513,1 FINANCIAL CENTER GARAGE,669-671 Atlantic Ave,,,,,,,Underground,,250,250,0.000000,0.000000,,,,,,,,Rose Associates,,"522 Fifth Avenue, New york, NY 10036",,,,,,,,,,,,,,513,,Y,Y,n/a,6/25/1981,,,,0,250,0,250,,General public,,,,,,,,,,0,120,0,0,0,120,0,0,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,250.00000000000,,1 FINANCIAL CENTER GARAGE,Exempt,A00138,1 FINANCIAL CENTER GARAGE,4285,0304285000,03-08-320,0304285000,250.000000,Carmen Schweizer,250,Below Grade (building on top)
